pf.txt	Playa fina				
Muestreo=	4				
Prof. Via1	0.13				
Prof. Via2	0.293				
Prof. Via3	0.455				
Prof. Via4	0.78				
PRES	DIAM	VIA1	VIA2	VIA3	VIA4
125584.2	2.050169	10.6768	8.5362	8.5362	5.5782
124951	2.048631	9.5782	6.705	6.705	4.4794
124504.3	2.04416	9.212	5.2402	5.2402	3.0146
124215.8	2.0419	7.3808	4.1416	4.1416	1.1836
123876.3	2.041189	6.2822	3.4092	3.4092	-1.014
123511.3	2.040304	5.1836	2.3106	2.3106	-2.844
123133.5	2.037793	4.4512	1.212	1.212	-4.676
122814.5	2.036414	2.9864	0.4794	0.4794	-6.14
122524.8	2.035909	1.5214	0.1132	0.1132	-7.24
122119.6	2.035013	-0.31	-0.986	-0.986	-7.606
121851.9	2.033373	-1.774	-2.45	-2.45	-9.07
121522.8	2.032633	-3.24	-5.014	-5.014	-10.902
121228	2.031967	-4.704	-6.478	-6.478	-13.098
121015.6	2.031269	-5.436	-8.676	-8.676	-16.028
120779.2	2.032061	-5.802	-9.774	-9.774	-17.86
120530.8	2.031501	-6.536	-10.506	-10.506	-19.324
120276.4	2.030507	-7.268	-11.606	-11.606	-20.79
120084.2	2.029759	-8	-12.704	-12.704	-21.522
119857.9	2.028841	-7.634	-13.802	-13.802	-22.254
119614.5	2.028064	-8.366	-15.634	-15.634	-22.254
119362.7	2.027267	-8.732	-16.732	-16.732	-22.254
119171.7	2.0265	-9.098	-17.832	-17.832	-22.986
118880.9	2.025663	-8.732	-18.198	-18.198	-22.62
118670.4	2.024959	-8.366	-18.198	-18.198	-22.986
118435	2.024178	-7.634	-18.93	-18.93	-22.254
118187.1	2.023574	-6.902	-18.564	-18.564	-21.888
117933	2.022001	-6.536	-18.198	-18.198	-21.522
117806	2.018773	-6.17	-17.098	-17.098	-20.79
117742.4	2.017925	-5.802	-16.732	-16.732	-19.69
117450.3	2.017652	-4.704	-16	-16	-18.592
117174.1	2.016475	-3.606	-14.902	-14.902	-17.126
116970.9	2.014191	-2.14	-13.802	-13.802	-14.93
116739.1	2.013508	-1.408	-12.704	-12.704	-13.464
116428	2.013235	-1.042	-12.338	-12.338	-10.902
116012	2.012549	-0.31	-11.606	-11.606	-8.704
115673.9	2.011442	0.789	-10.874	-10.874	-7.24
115309.6	2.010837	0.789	-9.774	-9.774	-5.408
114867	2.010097	0.789	-8.676	-8.676	-3.944
114450.5	2.009039	1.5214	-7.944	-7.944	-2.478
113916.8	2.00745	2.6202	-6.112	-6.112	-1.38
113519.8	2.006608	3.7188	-3.916	-3.916	-0.282
113060.9	2.005654	4.4512	-2.45	-2.45	0.085
112636.2	2.004747	4.4512	-1.352	-1.352	0.8174
112228.6	2.003636	4.8174	-1.352	-1.352	0.8174
111764.5	2.002685	4.4512	-0.254	-0.254	1.1836
111141.8	2.001487	4.8174	0.8458	0.8458	1.1836
110700.4	2.000359	4.8174	0.8458	0.8458	1.1836
110154.2	1.99905	5.1836	0.8458	0.8458	1.5498
109620.7	1.997725	5.5498	1.212	1.212	1.916
109028.6	1.996386	5.5498	1.9444	1.9444	1.916
108472.2	1.994985	5.916	2.3106	2.3106	1.916
107933.6	1.993528	5.1836	2.6768	2.6768	2.2822
107534.1	1.99202	5.5498	2.6768	2.6768	2.2822
107139.1	1.990566	4.4512	2.6768	2.6768	2.2822
106616.2	1.98911	4.085	2.6768	2.6768	2.2822
106289.6	1.986085	4.4512	2.6768	2.6768	2.6484
105996.2	1.983411	5.1836	1.9444	1.9444	2.6484
105654.2	1.982279	5.1836	1.5782	1.5782	2.2822
105353	1.981064	4.8174	1.5782	1.5782	1.916
105007.2	1.979333	3.7188	1.5782	1.5782	1.5498
105029.5	1.977727	3.3526	1.9444	1.9444	1.5498
105561.4	1.976575	2.254	1.5782	1.5782	1.1836
105762.2	1.975244	1.1552	1.9444	1.9444	1.1836
105407	1.973361	0.789	1.9444	1.9444	1.1836
104773.8	1.971617	0.789	1.5782	1.5782	1.1836
104457.2	1.970342	0.0566	1.5782	1.5782	1.5498
104168.8	1.968851	-0.31	1.212	1.212	1.916
103764.2	1.967313	-0.676	1.5782	1.5782	1.916
103627	1.965684	-0.676	1.5782	1.5782	2.2822
103298	1.96412	-0.31	1.9444	1.9444	1.5498
103068.4	1.962516	0.0566	1.212	1.212	1.5498
102693.3	1.960877	0.0566	1.212	1.212	0.8174
102375.6	1.959157	0.4228	1.212	1.212	0.085
102086.5	1.957315	0.4228	1.212	1.212	-0.648
101876.9	1.955461	0.4228	0.8458	0.8458	-1.38
101641.9	1.953548	0.789	0.4794	0.4794	-1.746
101719.7	1.951826	0.4228	0.4794	0.4794	-2.844
102279.3	1.950031	0.0566	0.4794	0.4794	-3.578
103275	1.948563	-0.31	0.1132	0.1132	-3.944
104879.4	1.947389	-0.676	-0.254	-0.254	-3.944
106853.2	1.945254	-0.676	-0.62	-0.62	-3.578
109076.7	1.945096	-1.408	-0.254	-0.254	-3.944
111490.3	1.946277	-1.774	0.1132	0.1132	-2.844
114194.1	1.948074	-1.408	1.212	1.212	-2.112
116717.5	1.949153	-0.676	2.6768	2.6768	-1.014
119150.9	1.951985	0.4228	5.2402	5.2402	0.4512
121539.1	1.956003	2.6202	8.17	8.17	3.3808
123774.6	1.960453	5.916	11.4658	11.4658	7.4092
126129.1	1.964359	8.8458	15.128	15.128	12.5362
128087.3	1.969345	11.4092	17.6914	17.6914	17.2968
129912.6	1.974811	13.6064	20.2548	20.2548	21.3252
131476.1	1.980368	15.4376	23.917	23.917	24.9874
133039	1.985173	16.9024	27.5792	27.5792	29.3818
134471.2	1.990722	18.7334	31.9736	31.9736	33.4102
135773.1	1.996402	20.9306	35.6358	35.6358	36.706
136944.8	2.001906	24.5928	40.0302	40.0302	40.002
138051.3	2.006516	28.2548	42.96	42.96	41.4668
139060.3	2.011743	31.917	45.1572	45.1572	42.1992
139955.3	2.016889	34.8466	45.1572	45.1572	42.9316
140728.1	2.022058	36.3116	45.8896	45.8896	44.0302
141440	2.02867	37.044	46.2558	46.2558	44.3964
142056.3	2.033494	37.4102	46.9882	46.9882	45.4952
142559.8	2.037346	38.5088	47.3544	47.3544	45.129
142876.5	2.041107	39.6074	47.7208	47.7208	44.3964
143035	2.044589	40.3398	47.7208	47.7208	43.2978
142984	2.047969	41.4384	47.3544	47.3544	42.9316
142893.5	2.050961	42.1708	47.7208	47.7208	42.9316
142587.8	2.053703	41.0722	47.7208	47.7208	43.664
141979.3	2.054701	38.875	48.087	48.087	44.3964
141089.4	2.052906	36.6778	47.7208	47.7208	45.4952
139993.4	2.054816	35.2128	46.622	46.622	46.2276
138534.3	2.057026	33.0156	45.8896	45.8896	46.2276
136893.4	2.057447	31.1846	44.0586	44.0586	44.7626
134901.5	2.055965	29.7198	42.5938	42.5938	43.664
132603.7	2.056639	27.1562	40.3964	40.3964	42.1992
130088	2.05705	23.8604	38.5654	38.5654	40.7344
127788.7	2.056244	20.9306	36.002	36.002	39.2696
126118.4	2.054098	18.001	32.706	32.706	37.0722
125803.9	2.05251	14.705	29.044	29.044	33.7764
126362.7	2.050688	11.4092	25.3818	25.3818	30.1142
126576.9	2.049637	8.8458	21.7198	21.7198	25.7198
126358.6	2.049621	5.916	18.4238	18.4238	21.6914
125793.9	2.049118	3.7188	15.4942	15.4942	17.2968
125381.3	2.048223	2.6202	13.2968	13.2968	13.6348
124849.6	2.047124	2.254	12.1982	12.1982	10.3388
124323.4	2.045744	2.254	11.4658	11.4658	8.5078
123799.9	2.044305	2.9864	10.7334	10.7334	6.3106
123147.7	2.042912	2.254	11.0996	11.0996	4.4794
122951.7	2.041757	2.9864	11.0996	11.0996	2.6484
122658.5	2.040472	2.9864	10.7334	10.7334	1.1836
122251.5	2.039266	2.6202	9.6348	9.6348	-1.014
121852.8	2.038133	2.6202	7.8038	7.8038	-2.844
121588.3	2.036867	1.8876	5.9726	5.9726	-5.042
121260.8	2.035679	0.789	3.4092	3.4092	-7.24
121032	2.034414	0.4228	1.212	1.212	-9.436
120722.3	2.033374	0.4228	-1.718	-1.718	-11.634
120437.3	2.032143	-0.31	-3.182	-3.182	-13.832
120034.4	2.028881	-0.676	-5.014	-5.014	-16.394
119833	2.026483	-1.774	-7.212	-7.212	-18.958
119537	2.025844	-2.506	-8.676	-8.676	-21.156
119323.9	2.025171	-3.972	-10.14	-10.14	-22.986
119022.1	2.023536	-5.436	-11.606	-11.606	-24.084
118871.2	2.022114	-5.436	-12.704	-12.704	-25.55
118795.8	2.021667	-5.802	-13.802	-13.802	-26.648
118562.8	2.021215	-6.17	-14.536	-14.536	-26.648
118185.9	2.020711	-6.902	-14.536	-14.536	-27.014
117932.4	2.020159	-7.268	-14.902	-14.902	-27.014
117740.6	2.019466	-8	-15.634	-15.634	-27.014
117514.5	2.018892	-9.098	-15.634	-15.634	-26.282
117206.2	2.018179	-9.464	-15.268	-15.268	-25.184
116986.9	2.017489	-9.464	-14.17	-14.17	-24.084
116812.2	2.016867	-9.464	-12.704	-12.704	-23.352
116659.8	2.016357	-8.732	-11.606	-11.606	-21.888
116583.5	2.015506	-8	-10.506	-10.506	-20.056
116415.3	2.015033	-6.902	-9.042	-9.042	-18.226
116266	2.014413	-5.436	-7.578	-7.578	-15.662
115996.2	2.013756	-4.338	-6.478	-6.478	-13.098
115796.1	2.013018	-3.606	-6.112	-6.112	-10.536
115370.7	2.012402	-3.24	-5.014	-5.014	-8.338
114962.7	2.011408	-1.774	-3.916	-3.916	-5.774
114563.4	2.010562	-0.676	-2.816	-2.816	-3.944
114233.6	2.009555	0.789	-1.718	-1.718	-2.844
113808.4	2.005906	1.1552	-0.986	-0.986	-1.38
113400.5	2.004337	1.5214	0.1132	0.1132	-0.282
113001.3	2.003659	2.254	1.212	1.212	0.8174
112606.4	2.002657	3.7188	1.9444	1.9444	1.1836
112213.7	2.000041	3.7188	2.6768	2.6768	2.2822
111691.9	1.998764	4.4512	2.6768	2.6768	3.747
111235.7	1.998006	5.1836	3.7754	3.7754	5.212
110877.5	1.997031	5.916	3.7754	3.7754	6.3106
110307.8	1.995173	6.2822	4.1416	4.1416	7.4092
109762.7	1.994187	7.0146	4.5078	4.5078	8.874
109229.7	1.993202	6.2822	5.2402	5.2402	9.6064
108768	1.992266	5.5498	5.6064	5.6064	9.9726
108211.7	1.992648	5.1836	5.9726	5.9726	10.705
107608.1	1.99162	4.8174	5.6064	5.6064	10.705
107045.9	1.990108	4.8174	4.5078	4.5078	9.9726
106634.7	1.988943	4.8174	4.1416	4.1416	8.874
106298.9	1.987453	5.1836	4.1416	4.1416	8.1416
105870.6	1.986014	5.5498	4.5078	4.5078	7.4092
105266	1.984621	5.5498	4.1416	4.1416	7.043
104963.7	1.983123	4.8174	4.5078	4.5078	6.6768
104682.3	1.981628	4.4512	4.5078	4.5078	6.6768
104346.4	1.980233	4.4512	5.2402	5.2402	5.9444
104048.2	1.978781	4.4512	4.874	4.874	5.5782
104094.4	1.977279	5.1836	4.874	4.874	5.5782
104638.2	1.976711	5.5498	4.874	4.874	5.5782
104975.2	1.977081	4.8174	5.6064	5.6064	5.212
104623	1.975504	5.916	5.6064	5.6064	4.8458
104056.4	1.973546	5.916	4.874	4.874	4.1132
103773.1	1.971049	4.4512	3.7754	3.7754	4.4794
103371.1	1.967675	3.7188	2.6768	2.6768	4.1132
103039.9	1.965814	2.9864	1.9444	1.9444	4.1132
102744.1	1.964041	2.9864	0.8458	0.8458	4.1132
102401	1.961955	3.3526	0.4794	0.4794	4.1132
102099.2	1.95949	3.7188	0.1132	0.1132	3.747
101883.2	1.957762	3.7188	0.4794	0.4794	3.3808
101580	1.955961	3.7188	0.1132	0.1132	3.747
101363.3	1.954145	4.085	0.4794	0.4794	3.3808
101124.8	1.952217	2.9864	0.1132	0.1132	3.747
101005.5	1.950383	2.254	-0.254	-0.254	3.747
101141.1	1.948585	1.5214	-0.254	-0.254	3.0146
101664.6	1.94687	1.5214	-0.254	-0.254	2.6484
102772.4	1.945424	0.4228	-0.62	-0.62	1.916
104367.8	1.944269	-0.31	-0.62	-0.62	2.2822
106337	1.943769	-0.31	0.1132	0.1132	1.5498
108753.6	1.943956	-0.676	0.4794	0.4794	2.2822
111263.6	1.945103	0.4228	1.5782	1.5782	3.0146
113885.5	1.94692	1.8876	1.9444	1.9444	3.747
116628.3	1.949633	2.9864	3.7754	3.7754	4.1132
119236.4	1.952809	5.1836	5.9726	5.9726	5.5782
121712.1	1.956745	8.1132	9.6348	9.6348	7.043
123991.3	1.96112	10.3106	13.2968	13.2968	10.3388
126107.2	1.965939	11.4092	18.0576	18.0576	14.3672
128076.4	1.970963	13.2402	22.4522	22.4522	19.128
129907.2	1.973426	15.8038	26.8466	26.8466	24.9874
131603.6	1.97726	17.6348	30.875	30.875	30.1142
133232.9	1.983257	19.832	34.5372	34.5372	35.2412
134633.3	1.989243	22.3956	38.1992	38.1992	39.2696
135854.2	1.992328	25.3252	41.4952	41.4952	41.833
137115.6	1.996574	27.8886	44.791	44.791	44.3964
138136.7	2.00255	29.3536	47.7208	47.7208	46.5938
139168	2.008419	30.086	48.087	48.087	48.4248
140074.2	2.011986	30.8184	48.4532	48.4532	50.622
140852.8	2.016373	31.1846	49.1856	49.1856	52.4532
141632.4	2.021594	31.5508	49.918	49.918	54.6504
142282.8	2.026636	32.2832	50.6504	50.6504	56.4814
142673	2.030488	33.3818	51.3828	51.3828	57.58
143063.3	2.03464	34.8466	52.1152	52.1152	58.3126
143258.6	2.038867	36.6778	52.8476	52.8476	59.045
143421.2	2.042819	38.875	52.4814	52.4814	59.4112
143242.2	2.046228	38.875	52.8476	52.8476	59.7774
142892.3	2.049541	38.1426	52.8476	52.8476	58.6788
142261.8	2.052376	36.6778	52.4814	52.4814	57.9462
141490.9	2.055026	36.3116	52.1152	52.1152	57.2138
140454.6	2.057264	34.1142	50.2842	50.2842	55.3828
139025.2	2.059228	31.5508	47.7208	47.7208	53.1856
137269.1	2.060654	29.3536	45.1572	45.1572	50.622
135284.6	2.061643	26.4238	42.96	42.96	47.3262
132990.5	2.06219	24.2266	40.0302	40.0302	44.3964
130737	2.062095	21.663	36.7344	36.7344	41.833
128243.4	2.061421	18.7334	33.8046	33.8046	38.5372
126606.1	2.06008	16.9024	30.5088	30.5088	34.5088
126112.9	2.057894	14.3388	26.4804	26.4804	30.4804
126582.2	2.052007	11.4092	22.8184	22.8184	26.8184
126882	2.04955	8.8458	18.79	18.79	21.6914
126576.2	2.048857	7.0146	16.2266	16.2266	16.1982
126032.8	2.048234	5.5498	13.663	13.663	10.705
125761.2	2.045077	4.085	10.7334	10.7334	7.043
125299.9	2.043607	3.7188	7.4376	7.4376	3.747
124678.7	2.042627	2.9864	4.1416	4.1416	1.1836
124042.7	2.041598	2.6202	2.3106	2.3106	-0.282
123724.7	2.039741	2.254	0.8458	0.8458	-2.112
123435.5	2.038707	2.254	-0.62	-0.62	-3.578
123030.5	2.037825	1.5214	-1.718	-1.718	-5.774
122632.8	2.036884	0.4228	-2.816	-2.816	-7.972
122108.5	2.035156	0.0566	-3.548	-3.548	-10.536
121846.3	2.034139	-0.31	-3.548	-3.548	-13.098
121520	2.033322	-0.676	-4.282	-4.282	-14.564
121226.6	2.032783	-1.042	-4.648	-4.648	-16.028
120949.8	2.033963	-1.774	-6.112	-6.112	-17.126
120616.1	2.033261	-2.14	-7.212	-7.212	-18.592
120384.2	2.032189	-2.874	-9.408	-9.408	-19.69
120138	2.031077	-4.338	-11.24	-11.24	-20.79
119819.7	2.030126	-4.704	-12.704	-12.704	-21.888
119595.5	2.029073	-5.802	-13.802	-13.802	-22.254
119353.1	2.028175	-6.17	-14.902	-14.902	-23.352
119166.9	2.027219	-6.902	-15.634	-15.634	-23.718
119008.7	2.02636	-7.634	-16.732	-16.732	-24.084
118864.5	2.02539	-7.634	-17.464	-17.464	-24.452
118662.2	2.024566	-7.268	-17.098	-17.098	-25.184
118365.8	2.023727	-7.268	-16.366	-16.366	-25.184
118152.5	2.021747	-7.634	-16.366	-16.366	-25.916
117915.7	2.018887	-7.634	-15.634	-15.634	-25.55
117667.1	2.018273	-8	-14.902	-14.902	-24.452
117412.7	2.017916	-7.634	-14.17	-14.17	-23.352
117220.4	2.016762	-7.268	-13.436	-13.436	-21.888
117124.2	2.015331	-6.902	-13.07	-13.07	-20.422
116945.9	2.014925	-7.268	-11.24	-11.24	-19.324
116791.7	2.014609	-6.902	-9.774	-9.774	-18.592
116649.5	2.014276	-6.17	-8.31	-8.31	-16.76
116383.2	2.013975	-5.07	-6.844	-6.844	-14.564
116054.7	2.013411	-3.972	-4.648	-4.648	-12
115760.3	2.012855	-2.874	-2.816	-2.816	-9.436
115352.8	2.012158	-1.774	-0.62	-0.62	-7.24
115083.9	2.011433	-0.31	0.4794	0.4794	-4.676
114624	2.010486	0.789	1.212	1.212	-2.112
114198.8	2.009585	1.5214	1.9444	1.9444	-0.282
113791	2.008529	1.1552	2.3106	2.3106	1.5498
113326.7	2.00753	0.0566	2.6768	2.6768	3.3808
112964.4	2.006386	0.0566	3.4092	3.4092	5.5782
112457.8	2.005307	-0.31	4.1416	4.1416	7.043
112009.2	2.003994	-0.676	5.6064	5.6064	8.5078
111589.7	2.002713	-0.31	5.9726	5.9726	9.6064
111184.6	2.001414	0.4228	6.705	6.705	10.3388
110656.7	2.000147	1.5214	7.0712	7.0712	11.4376
110197.4	1.99881	2.254	7.4376	7.4376	11.4376
109642.4	1.995501	3.7188	6.705	6.705	11.4376
109104.5	1.993258	5.1836	6.705	6.705	11.8038
108510.1	1.99212	7.0146	6.705	6.705	11.8038
108017.6	1.990999	8.4794	6.705	6.705	11.8038
107511.1	1.988569	8.8458	7.0712	7.0712	12.17
106802.2	1.986871	9.212	7.4376	7.4376	12.17
106512.8	1.985687	9.212	7.8038	7.8038	12.17
106107.8	1.984719	8.4794	7.8038	7.8038	11.4376
105710	1.983504	7.747	8.17	8.17	11.0712
105380.9	1.982363	7.0146	9.2686	9.2686	9.9726
105151.3	1.980992	7.0146	9.2686	9.2686	8.874
104776.1	1.97971	6.2822	8.9024	8.9024	8.1416
104393.3	1.978311	5.1836	8.5362	8.5362	7.7754
104462.2	1.976954	4.085	8.17	8.17	7.043
104757	1.975585	2.9864	8.17	8.17	6.3106
105164.8	1.974207	2.6202	7.4376	7.4376	5.5782
104913.1	1.972672	2.254	6.3388	6.3388	4.8458
104331.6	1.971242	2.254	5.2402	5.2402	4.1132
103975.8	1.969759	2.254	4.1416	4.1416	3.3808
103602.6	1.967983	1.8876	3.043	3.043	3.0146
103285.8	1.966385	1.8876	2.6768	2.6768	3.0146
102997.2	1.964604	0.789	1.5782	1.5782	2.6484
102657.7	1.962805	0.789	1.212	1.212	2.6484
102357.8	1.961039	0.4228	1.212	1.212	2.6484
102142.7	1.959352	0.0566	0.8458	0.8458	2.2822
101905	1.957295	0.0566	0.8458	0.8458	2.2822
101525.8	1.955492	0.4228	0.8458	0.8458	1.5498
101271.1	1.953575	1.1552	1.212	1.212	0.8174
101339	1.95141	1.1552	0.8458	0.8458	0.4512
101242.8	1.948334	0.789	0.8458	0.8458	0.085
101585.2	1.946497	0.0566	-0.254	-0.254	-0.282
102342.2	1.94499	-0.31	-0.62	-0.62	-0.282
103762.1	1.943879	-0.676	-1.352	-1.352	-0.648
105643.7	1.94332	-1.408	-1.718	-1.718	-0.648
107886.2	1.943356	-1.042	-2.45	-2.45	-0.648
110309.2	1.944073	-0.31	-2.816	-2.816	0.085
112822.5	1.945552	0.789	-2.084	-2.084	1.1836
115446	1.947324	2.9864	-0.254	-0.254	2.2822
118059.5	1.950241	5.916	1.212	1.212	4.4794
120407.6	1.953944	7.747	3.043	3.043	5.9444
122623.1	1.958305	11.043	5.6064	5.6064	7.4092
124837.3	1.962818	14.705	8.9024	8.9024	10.3388
126790.6	1.967713	18.001	11.0996	11.0996	15.0996
128613.4	1.973196	19.832	12.9306	12.9306	20.2266
130370.9	1.978522	20.5644	14.7618	14.7618	24.9874
131965.6	1.984001	21.663	18.79	18.79	30.4804
133478.9	1.989521	23.4942	22.8184	22.8184	35.6074
134756.3	1.995027	26.4238	26.8466	26.8466	40.3682
135980.8	2.000276	29.3536	30.5088	30.5088	44.0302
137113.7	2.005638	31.917	34.5372	34.5372	47.3262
138070.8	2.010659	34.1142	37.4668	37.4668	50.622
139004.8	2.015668	37.7764	40.3964	40.3964	52.8194
139862.5	2.020323	39.6074	42.5938	42.5938	55.749
140551.5	2.022651	40.3398	44.0586	44.0586	57.58
141221.6	2.023864	42.1708	45.8896	45.8896	58.3126
141751.9	2.028238	43.6358	47.3544	47.3544	58.6788
142147.1	2.032763	44.3682	48.4532	48.4532	58.6788
142410	2.034728	44.002	48.8194	48.8194	58.6788
142476.2	2.036008	44.002	48.8194	48.8194	57.58
142379.2	2.039706	42.9034	49.5518	49.5518	56.8476
142005.2	2.043525	39.6074	48.8194	48.8194	56.4814
141492.8	2.045296	37.044	47.7208	47.7208	56.4814
140650.8	2.046743	35.5792	47.3544	47.3544	56.1152
139644	2.049319	34.4804	46.9882	46.9882	56.1152
138229.3	2.051785	34.1142	46.2558	46.2558	55.0166
136676	2.053122	33.0156	44.791	44.791	53.5518
134662.5	2.054129	30.8184	42.96	42.96	50.9882
132354.1	2.055036	28.2548	40.0302	40.0302	47.6924
129898.1	2.05546	25.6914	37.1006	37.1006	44.0302
127498.5	2.055156	23.128	34.1708	34.1708	40.002
125843.1	2.054099	20.5644	30.5088	30.5088	35.6074
125080.5	2.052413	18.3672	25.3818	25.3818	30.8466
125480.2	2.050356	15.8038	20.9874	20.9874	26.086
125940.5	2.048554	13.9726	16.959	16.959	20.5928
125845.1	2.047422	11.043	13.2968	13.2968	15.0996
125276.8	2.046844	9.212	10.3672	10.3672	9.9726
124862.4	2.04603	7.747	7.0712	7.0712	5.212
124394.9	2.044906	6.6484	5.9726	5.9726	1.5498
123770.6	2.043404	5.5498	4.874	4.874	-1.014
123263.2	2.042052	4.8174	3.7754	3.7754	-3.578
122814.2	2.040591	4.085	3.043	3.043	-6.14
122459.5	2.039374	2.6202	2.3106	2.3106	-8.704
122021.9	2.034898	1.8876	1.9444	1.9444	-10.17
121672.9	2.032487	1.5214	1.212	1.212	-11.268
121368.2	2.031786	1.5214	0.4794	0.4794	-12
121020.6	2.031106	0.4228	-0.62	-0.62	-13.098
120716.6	2.028339	-1.042	-1.352	-1.352	-13.464
120304.2	2.02678	-2.506	-2.816	-2.816	-14.198
120033	2.026307	-3.606	-3.916	-3.916	-14.93
119767.2	2.025734	-4.338	-5.38	-5.38	-15.662
119504.1	2.025121	-4.704	-6.844	-6.844	-16.394
119242.4	2.02452	-6.17	-7.944	-7.944	-17.86
118981.3	2.023832	-6.902	-9.408	-9.408	-19.324
118720.7	2.023213	-7.634	-10.14	-10.14	-20.79
118525.2	2.021872	-8.732	-11.606	-11.606	-21.522
118362.4	2.02091	-8.732	-11.972	-11.972	-22.986
118150.8	2.020338	-9.098	-12.704	-12.704	-23.352
117914.9	2.019677	-9.464	-13.07	-13.07	-24.084
117666.7	2.01913	-9.464	-14.536	-14.536	-24.084
117477.5	2.018492	-9.464	-14.902	-14.902	-23.718
117252.8	2.017917	-9.098	-14.536	-14.536	-22.986
117010.2	2.017252	-9.098	-13.802	-13.802	-21.888
116758.8	2.0169	-9.098	-12.704	-12.704	-21.522
116502.9	2.01619	-8.366	-12.704	-12.704	-21.522
116309.8	2.015649	-8	-11.606	-11.606	-21.156
116148.2	2.015016	-7.268	-10.874	-10.874	-20.422
116002.3	2.01474	-6.536	-10.506	-10.506	-19.69
115799.2	2.016352	-5.07	-10.14	-10.14	-18.958
115632.6	2.015991	-4.338	-9.774	-9.774	-17.86
115419.1	2.014981	-3.606	-9.042	-9.042	-16.028
115117.1	2.013679	-3.606	-7.944	-7.944	-14.198
114835.9	2.010304	-3.24	-6.844	-6.844	-11.634
114434.9	2.009029	-2.874	-5.746	-5.746	-9.07
114104.3	2.008274	-2.14	-4.648	-4.648	-6.874
113743.7	2.007153	-1.774	-3.548	-3.548	-5.042
113368.1	2.005459	-0.676	-2.45	-2.45	-3.212
113050.2	2.004326	-0.31	-0.986	-0.986	-1.38
112630.8	2.003453	0.0566	-0.254	-0.254	0.085
112160.8	2.002374	0.4228	1.212	1.212	1.1836
111730.6	2.001354	1.8876	1.9444	1.9444	2.6484
111320.2	2.00019	2.6202	2.6768	2.6768	3.3808
110919.7	1.999094	4.085	2.6768	2.6768	4.1132
110394	1.998451	5.1836	3.043	3.043	4.4794
109805.8	1.999194	6.6484	2.6768	2.6768	5.212
109316.4	1.997953	7.0146	2.6768	2.6768	5.5782
108746.2	1.996346	6.6484	2.6768	2.6768	5.9444
108331	1.994704	6.2822	1.9444	1.9444	5.9444
107797.9	1.993128	5.1836	1.5782	1.5782	5.9444
107205.9	1.991661	4.8174	0.8458	0.8458	5.5782
106779.8	1.992397	4.085	-0.62	-0.62	5.9444
106241.3	1.991248	3.7188	-0.986	-0.986	5.9444
105841.8	1.990605	3.7188	-1.352	-1.352	5.212
105446.8	1.990566	3.7188	-0.986	-0.986	4.8458
105054.1	1.988473	3.7188	-0.62	-0.62	5.212
104727.5	1.986443	3.7188	-0.62	-0.62	5.212
104303.9	1.983292	2.9864	-0.986	-0.986	5.5782
104027	1.980213	2.6202	-0.254	-0.254	5.212
103758.4	1.978518	1.8876	-0.62	-0.62	4.8458
103624.1	1.976993	1.1552	-1.352	-1.352	4.8458
104012.5	1.974935	0.789	-2.084	-2.084	4.8458
104402	1.97274	0.0566	-2.816	-2.816	3.747
104271.3	1.971107	0.4228	-3.548	-3.548	3.747
103685.3	1.969687	0.4228	-4.282	-4.282	2.6484
103327.1	1.968065	0.789	-4.648	-4.648	2.2822
102952.8	1.966459	0.789	-5.38	-5.38	1.1836
102700.6	1.964671	0.4228	-5.38	-5.38	0.085
102314.1	1.962865	0.0566	-5.014	-5.014	-0.648
102055.8	1.960946	-0.31	-4.648	-4.648	-1.014
101731.4	1.95917	-0.31	-4.282	-4.282	-1.746
101439	1.957376	-0.31	-4.282	-4.282	-2.844
101097.5	1.955565	0.0566	-3.916	-3.916	-3.578
100926.8	1.95369	0.0566	-3.548	-3.548	-4.31
100646.2	1.951758	0.0566	-3.548	-3.548	-3.944
100440.8	1.949872	-0.31	-3.916	-3.916	-3.944
100533.3	1.94793	-0.676	-3.916	-3.916	-3.944
100774.9	1.946182	-1.042	-5.014	-5.014	-3.944
101676.7	1.946666	-1.408	-5.014	-5.014	-3.578
103169	1.946318	-1.408	-5.38	-5.38	-3.212
105086.7	1.945025	-1.408	-5.746	-5.746	-3.212
107412.5	1.944645	-1.042	-5.38	-5.38	-3.212
109942.2	1.945038	0.4228	-5.014	-5.014	-2.844
112573.9	1.94642	1.1552	-3.548	-3.548	-2.112
115191.5	1.948497	2.254	-2.084	-2.084	-1.014
117737	1.951395	3.3526	0.1132	0.1132	1.916
120181.3	1.952582	5.1836	3.4092	3.4092	4.1132
122575	1.955855	7.3808	7.0712	7.0712	7.043
124748.2	1.960662	10.6768	9.6348	9.6348	9.9726
126876.2	1.965919	12.874	11.832	11.832	14.001
128721.3	1.96972	16.17	15.4942	15.4942	18.0292
130424.8	1.974708	19.832	19.1562	19.1562	22.0576
132057.7	1.980716	24.5928	23.917	23.917	26.8184
133525	1.986417	28.9874	28.3116	28.3116	31.9454
134714.2	1.99145	31.5508	32.706	32.706	38.5372
136024.8	1.996812	33.0156	37.1006	37.1006	43.2978
137135.7	2.002471	34.4804	39.664	39.664	48.0586
138212	2.007809	35.9454	40.0302	40.0302	51.7208
139205.6	2.013396	36.6778	39.664	39.664	55.0166
139962.9	2.018425	37.044	40.3964	40.3964	57.58
140731.9	2.023196	37.4102	40.3964	40.3964	59.045
