pf.txt	Playa fina				
Muestreo=	4				
Prof. Via1	0.13				
Prof. Via2	0.293				
Prof. Via3	0.455				
Prof. Via4	0.78				
PRES	DIAM	VIA1	VIA2	VIA3	VIA4
99718.04	1.946563	-2.874	-0.62	-0.62	4.8458
99586.18	1.944462	-2.874	-1.352	-1.352	4.4794
99780.58	1.941836	-2.874	-1.718	-1.718	4.4794
100268.3	1.940159	-3.24	-2.084	-2.084	4.1132
101293.2	1.938796	-2.874	-1.718	-1.718	3.3808
102847.1	1.938158	-2.506	-1.352	-1.352	2.2822
105056	1.939591	-2.14	-0.62	-0.62	1.5498
107332	1.939853	-0.676	-0.62	-0.62	1.5498
109771.8	1.940725	0.4228	-0.62	-0.62	2.2822
112293.4	1.942244	2.254	0.4794	0.4794	3.747
114986.2	1.944739	4.085	1.212	1.212	5.5782
117569.2	1.947816	5.1836	2.6768	2.6768	7.7754
120032.3	1.951419	7.3808	4.874	4.874	9.9726
122240.2	1.955641	9.9444	8.9024	8.9024	13.6348
124385.5	1.960323	12.874	13.2968	13.2968	17.2968
126369.4	1.965124	15.0712	17.3252	17.3252	22.0576
128207.5	1.970425	18.7334	21.3536	21.3536	26.4522
129972.7	1.975881	22.3956	25.748	25.748	31.2128
131441.1	1.981184	25.3252	30.1426	30.1426	35.9736
132956.3	1.98674	27.1562	33.8046	33.8046	40.3682
134169.5	1.99223	27.5224	37.1006	37.1006	44.0302
135362	1.997759	27.8886	39.2978	39.2978	46.96
136413.8	2.000923	30.086	41.4952	41.4952	49.1572
137395.4	2.003673	32.2832	44.0586	44.0586	51.7208
138406.7	2.008645	33.3818	45.8896	45.8896	53.1856
139303	2.014003	34.8466	47.3544	47.3544	54.2842
139946.5	2.017012	36.3116	48.4532	48.4532	54.2842
140593.6	2.019769	37.7764	49.918	49.918	54.2842
141112.4	2.024405	38.5088	51.0166	51.0166	54.6504
141501.9	2.029215	39.6074	49.918	49.918	54.6504
141696.8	2.032221	40.3398	48.4532	48.4532	54.6504
141729.1	2.035123	41.4384	48.087	48.087	54.6504
141680.2	2.038861	42.5372	47.3544	47.3544	54.2842
141330.3	2.042421	42.9034	46.622	46.622	54.6504
140829.9	2.045625	42.9034	45.8896	45.8896	53.918
139928.9	2.048558	42.1708	43.6924	43.6924	52.8194
138892.5	2.050953	41.0722	41.4952	41.4952	51.3544
137528.1	2.052863	40.3398	40.0302	40.0302	49.1572
135869.8	2.054435	38.875	37.833	37.833	46.5938
133999	2.055703	36.6778	37.4668	37.4668	44.0302
131631.8	2.056354	34.4804	36.3682	36.3682	41.4668
129276.6	2.056304	31.5508	35.2696	35.2696	38.5372
126927.4	2.055866	28.2548	33.4384	33.4384	35.9736
125101.9	2.054493	24.5928	31.6074	31.6074	33.4102
124449.5	2.052571	20.9306	28.3116	28.3116	29.748
124969.5	2.050254	16.9024	24.2832	24.2832	25.7198
125294.6	2.048315	13.9726	20.9874	20.9874	22.0576
125131.7	2.047109	11.043	17.3252	17.3252	17.663
124594.6	2.046416	7.747	13.2968	13.2968	14.7334
124130.8	2.045449	7.3808	11.4658	11.4658	11.4376
123833.8	2.044187	7.0146	9.6348	9.6348	8.5078
123229.7	2.039671	5.916	7.8038	7.8038	5.9444
122667.3	2.037076	4.8174	6.705	6.705	4.1132
122255.9	2.036063	3.7188	5.2402	5.2402	2.2822
121920	2.035005	4.085	4.5078	4.5078	-0.282
121556.9	2.032436	1.8876	3.4092	3.4092	-3.212
121114.9	2.030956	1.1552	1.9444	1.9444	-5.774
120763.7	2.030262	0.0566	0.4794	0.4794	-9.436
120523.1	2.02944	-1.408	-0.62	-0.62	-12.366
120272.6	2.027771	-2.14	-1.718	-1.718	-14.93
119952.1	2.026562	-3.24	-3.916	-3.916	-17.494
119726.7	2.025866	-3.972	-6.112	-6.112	-19.69
119353.7	2.025043	-5.07	-9.042	-9.042	-22.62
119037	2.025626	-5.436	-10.874	-10.874	-24.084
118683.4	2.025121	-5.802	-12.338	-12.338	-25.184
118506.6	2.024226	-6.536	-14.17	-14.17	-26.282
118288	2.023274	-6.902	-15.268	-15.268	-27.38
118113.6	2.022417	-7.634	-17.098	-17.098	-27.748
117896.3	2.021498	-7.634	-17.832	-17.832	-28.114
117722.5	2.020672	-8.366	-17.832	-17.832	-28.846
117570.5	2.019781	-8.366	-17.098	-17.098	-28.846
117364.4	2.018979	-8.366	-17.464	-17.464	-30.676
117196.2	2.01816	-8.732	-17.098	-17.098	-32.142
116851.8	2.017373	-8.732	-17.098	-17.098	-33.24
116679.5	2.016665	-8.366	-17.098	-17.098	-33.972
116398.2	2.015489	-9.098	-17.832	-17.832	-34.706
116192.4	2.012129	-9.464	-18.564	-18.564	-34.338
116024.4	2.011161	-9.832	-18.564	-18.564	-33.24
115810.3	2.010977	-9.464	-17.832	-17.832	-30.676
115703.2	2.010125	-8.366	-16.732	-16.732	-27.38
115519.5	2.007839	-8	-15.268	-15.268	-24.452
115297.4	2.007203	-7.268	-13.436	-13.436	-20.79
115121.3	2.007071	-6.536	-11.606	-11.606	-18.226
114903.1	2.006512	-5.07	-9.774	-9.774	-16.394
114533.6	2.005616	-3.24	-7.944	-7.944	-13.832
114218.7	2.005055	-1.774	-7.212	-7.212	-12.366
113800.9	2.004551	-0.31	-5.746	-5.746	-11.634
113461.8	2.003606	0.789	-4.282	-4.282	-10.536
113097	2.002267	1.1552	-3.182	-3.182	-9.436
112654.3	2.001306	1.1552	-1.718	-1.718	-7.606
112237.6	2.000539	1.5214	-0.254	-0.254	-6.14
111769	1.999556	1.5214	1.212	1.212	-4.676
111339.4	1.998621	1.5214	1.9444	1.9444	-2.844
110929.3	1.997633	0.789	2.6768	2.6768	-2.112
110463.9	1.996548	0.4228	3.4092	3.4092	-1.014
109970.9	1.995473	0.789	4.1416	4.1416	0.085
109529.1	1.994261	0.789	4.5078	4.5078	1.1836
109047.9	1.993073	1.1552	4.5078	4.5078	1.5498
108546.9	1.991709	1.1552	4.5078	4.5078	1.916
107970.9	1.990481	1.1552	4.5078	4.5078	1.916
107487.7	1.989083	1.5214	4.5078	4.5078	1.916
106985.8	1.987775	1.8876	4.5078	4.5078	1.5498
106474.4	1.986304	2.254	3.4092	3.4092	1.916
105893.3	1.984931	2.6202	3.043	3.043	1.916
105407.5	1.98203	2.6202	3.043	3.043	1.916
105099.5	1.979321	2.9864	3.4092	3.4092	1.916
104750.2	1.978059	2.9864	3.4092	3.4092	2.2822
104315.3	1.976923	2.254	3.043	3.043	2.6484
103967.6	1.975215	1.8876	3.043	3.043	3.0146
103728.7	1.97353	0.789	3.4092	3.4092	2.6484
103348.8	1.972357	0.4228	3.4092	3.4092	2.6484
103224	1.971204	0.0566	3.4092	3.4092	2.6484
103487.1	1.969382	0.0566	3.4092	3.4092	2.2822
103878.9	1.967644	-0.31	3.7754	3.7754	1.916
